Image id,Caption,Label,Source,Domain,
821,"২০২৪,
তুমিই আমার। আমি তোর।",0,,,
822,"২০২৪,
তুমিই আমার। আমি তোর।",0,,,
823,"সাইমুম থেকে যে শপিং করে নাই ওই ছেলে রেড ফ্ল্যাগ, তাই এখনি গিফট চেয়ে গার্লফ্রেন্ড কে করো ট্যাগ",1,,,
824,"সাইমুম থেকে যে শপিং করে নাই ওই ছেলে রেড ফ্ল্যাগ, তাই এখনি গিফট চেয়ে গার্লফ্রেন্ড কে করো ট্যাগ",1,,,
825,"পেন্ট ফুল হোক, সাদা হোক অর কালো, সব গুলাই খুলে ফেলবো যদি বাস ভালো",1,,,
826,"পেন্ট ফুল হোক, সাদা হোক অর কালো, সব গুলাই খুলে ফেলবো যদি বাস ভালো",1,,,
827,আমি উদ্যোক্তাকে সমর্থন করি,0,,,
828,আমি উদ্যোক্তাকে সমর্থন করি,0,,,
829,আমি উদ্যোক্তাকে সমর্থন করি,0,,,
830,স্ত্রী বলেছে চট্টগ্রামের একজন স্বামী সেরা স্বামী।,0,,,
831,"চিটাগাং ভালোবাসা ❤️ আমি থাকবো চেরি বাংলাদেশ প্যাভিলিয়নে আজ সন্ধ্যা ৬টায়, জিইসি কনভেনশন সেন্টার",1,,,
832,"পরিবারকে কাজে নিয়ে যান, পরিবারের জন্য কাজ করুন",0,,,
833,"পরিবারকে কাজে নিয়ে যান, পরিবারের জন্য কাজ করুন",0,,,
834,বিয়ে এমন একটা চমৎকার জিনিস। আপনি অবশেষে জীবনের জন্য আপনার সেরা বন্ধুর সাথে গাঁটছড়া বাঁধেন!,0,,,
835,বিয়ে এমন একটা চমৎকার জিনিস। আপনি অবশেষে জীবনের জন্য আপনার সেরা বন্ধুর সাথে গাঁটছড়া বাঁধেন!,0,,,
836,বিয়ে এমন একটা চমৎকার জিনিস। আপনি অবশেষে জীবনের জন্য আপনার সেরা বন্ধুর সাথে গাঁটছড়া বাঁধেন!,0,,,
837,"আমার বউ তো এখানে, আপনার?",0,,,
838,"আমার স্ত্রীর সাথে দেখা করার আগে আমি পেশাদার দৃষ্টিকোণ থেকে জীবনে খুব ভাল করছিলাম। কিন্তু আমি সবসময় মানুষের কাছ থেকে বিচ্ছিন্ন বোধ করি। আমি আমার জন্মদিন একা কাটিয়েছি, আমি অসুস্থতার মধ্যে একা সময় কাটিয়েছি, যখন আমাকে কোথাও আমন্ত্রণ বা ডাকা হয়নি তখন আমি সবসময় আবেগপ্রবণ হয়ে পড়ি। আমার একটি অংশ সবসময় মানুষ এবং তাদের সময়ের উপর নির্ভর করতে খুব মরিয়া ছিল। আমার সাফল্য কেউ উদযাপন বা প্রশংসা করেনি। সংক্ষেপে, আমি সবসময় লোকেদের সাথে আড্ডা দিতে, চা খেতে, হাঁটতে, মুভি দেখার জন্য খুঁজতাম। যাইহোক, আমার বেশিরভাগ আউটিং, ট্রিপ বা সামাজিক জমায়েতের পরিকল্পনাগুলি কোনও না কোনওভাবে লোকেদের এবং তাদের ধূমপান, আগাছা বা অ্যালকোহলের পছন্দের উপর নির্ভরশীল ছিল। আমি ২/৩ মাসে সর্বাধিক ১৫/২০ মিনিটের জন্য হৃদয় থেকে হৃদয় কথোপকথন মনে রাখতে পারি না। আমি যদি ভাগ্যবান যে হয়.

বিয়ের আগে একদিন সে আমাকে কাঁদতে দেখেছিল কারণ আমি সবার জন্য খাবার তৈরি করে ৬ ঘণ্টা অপেক্ষা করেছি। এবং তাদের 12 জনেরই জামিন হয়েছে যেন এটি মোটেও বড় বিষয় নয়। তিনি আমাকে শক্ত করে জড়িয়ে ধরেছিলেন এবং আমাকে বলেছিলেন যে কারও নিশ্চিতকরণের জন্য আমাকে অপেক্ষা করতে হবে না। আমার সময়ের মূল্য না হলে আমাকে অপেক্ষা করতে হবে না। এবং আমি আজ অবধি সেই অনুশীলন করে চলেছি। এবং আমি পার্থক্য দেখেছি। আপনি কেবল লোকেদের আপনার মূল্য এবং মূল্য জানতে বাধ্য করতে পারবেন না। যদি আপনার সময় প্রয়োজন হয় না বা যত্ন করা হচ্ছে. সেই সময়টা অন্য কোথাও কাটান, যেখানে আপনি বিনিময়ে সমান বা বেশি সময় এবং মূল্য পাবেন।

আলহামদুলিল্লাহ আমার প্রিয় স্ত্রী এবং আমার জীবনের সেরা বন্ধুর জন্য।",0,,,
839,আমার প্রিয় স্ত্রী,0,,,
840,তারা ঈর্ষান্বিত হয়,0,,,
841,তারা ঈর্ষান্বিত হয়,0,,,
842,"ভালো ছেলেরা প্রতিশ্রুতি দিতে জানে,
খারাপ ছেলেরা জানে কিভাবে এটা রাখতে হয়",0,,,
843,"ভালো ছেলেরা প্রতিশ্রুতি দিতে জানে,
খারাপ ছেলেরা জানে কিভাবে এটা রাখতে হয়",0,,,
844,"অচেনা লোকে পূর্ণ একটি ক্লাস রুম, তারপর আমি এই মাস্কেটিয়ারদের একটি গুচ্ছ খুঁজে পেয়েছি এবং কখনও নতুন বন্ধু তৈরি করতে হয়নি! যারা নতুন এই একই গ্রুপের ছেলেদের একদিন ডাকা হবে টেকনো মোবাইল দ্বারা টেকনো ক্যামন ফ্যাশন ফেস্ট আয়োজন করছে ঢাকা গাইজ",0,,,
845,স্বাক্ষর বুটিক,1,,,
846,স্বাক্ষর বুটিক,1,,,
847,অবশেষে ! আমার নিজের একটা পরিবার,0,,,
848,অবশেষে ! আমার নিজের একটা পরিবার,0,,,
849,"শুভ বিবাহ আমার ভালবাসা ❤️
যেদিন থেকে তুমি আমার বাড়িতে পা দিয়েছ, আমি তোমাকে একটি আংটি বা কোনো গয়না উপহার দেইনি। আমি আমাদের জন্য বিয়ের পরিকল্পনা করতে পারিনি। অভ্যর্থনা নেই, ফুল নেই, উদযাপন নেই। এমনকি বিয়ের পোশাকও নেই। আমি আপনাকে একটি বড় বাড়ি বা বিলাসিতা দিতে পারিনি যা আপনার প্রাপ্য। আমার মতো একজন মানুষের জন্য তুমি তোমার সারা জীবন রেখেছ। বিয়ের পর ৫ মিনিটও দিতে পারিনি। বিয়ের পর তোমায় ডেটে যাইনি। এমনকি বন্ধু বা পরিবারের সাথে দেখা করার জন্য আপনার জন্য একটি পোশাক পাননি। আপনি একটি হানিমুন পাননি. তবুও আপনি কখনও অভিযোগ করেননি এবং কিছু চাননি। যেদিন তুমি তোমার বাড়ি এবং আমার জন্য সমস্ত আরাম-আয়েশ ও বিলাসিতা ছেড়েছিলে, আমি তোমার কাছ থেকে তোমার রাজ্য ছিনিয়ে নেওয়ার অপরাধী বোধ করি। আপনাকে বন্ধুদের গাড়িতে লাগেজ নিয়ে আমার বাড়িতে আসতে হয়েছিল। এমনকি আপনার নিজের গাড়ি আনতে দেওয়া হয়নি। তুমি আমাদের মেয়েকে আমার ছোট দুই সিটার গাড়িতে ঘণ্টার পর ঘণ্টা ধরে রেখেছ। আপনি আমার কাছ থেকে বিশ্বের প্রাপ্য. কিন্তু আপাতত শুধু আপনার জন্য এই ছোট্ট লাল বেঞ্জ। যেহেতু আমার জন্য তোমাকে তোমার ছেড়ে দিতে হয়েছিল। আপনি এটা ড্রাইভিং ভালোবাসি আশা করি. আপনি ইঞ্জিন চালু করার সময় এটি ""স্বাগত স্ত্রী"" বলে। আশা করি আপনার প্রথম গাড়িটিই আপনাকে প্রতিদিন প্রথম সেরা স্মৃতি এবং আনন্দ নিয়ে আসবে। তুমি আমাকে রাজার মত মনে কর। আমি তোমার প্রেমে পড়েছি। এবং আমাদের মেয়েদের প্রেমে. আমি পরিবারের প্রেমে পড়েছি। ঈশ্বর তোমার মাধ্যমে আমাকে পৃথিবীর সবচেয়ে মূল্যবান জিনিস উপহার দিয়েছেন 💕 তুমি আমার রাণী।",0,,,
850,"শুভ বিবাহ আমার ভালবাসা ❤️
যেদিন থেকে তুমি আমার বাড়িতে পা দিয়েছ, আমি তোমাকে একটি আংটি বা কোনো গয়না উপহার দেইনি। আমি আমাদের জন্য বিয়ের পরিকল্পনা করতে পারিনি। অভ্যর্থনা নেই, ফুল নেই, উদযাপন নেই। এমনকি বিয়ের পোশাকও নেই। আমি আপনাকে একটি বড় বাড়ি বা বিলাসিতা দিতে পারিনি যা আপনার প্রাপ্য। আমার মতো একজন মানুষের জন্য তুমি তোমার সারা জীবন রেখেছ। বিয়ের পর ৫ মিনিটও দিতে পারিনি। বিয়ের পর তোমায় ডেটে যাইনি। এমনকি বন্ধু বা পরিবারের সাথে দেখা করার জন্য আপনার জন্য একটি পোশাক পাননি। আপনি একটি হানিমুন পাননি. তবুও আপনি কখনও অভিযোগ করেননি এবং কিছু চাননি। যেদিন তুমি তোমার বাড়ি এবং আমার জন্য সমস্ত আরাম-আয়েশ ও বিলাসিতা ছেড়েছিলে, আমি তোমার কাছ থেকে তোমার রাজ্য ছিনিয়ে নেওয়ার অপরাধী বোধ করি। আপনাকে বন্ধুদের গাড়িতে লাগেজ নিয়ে আমার বাড়িতে আসতে হয়েছিল। এমনকি আপনার নিজের গাড়ি আনতে দেওয়া হয়নি। তুমি আমাদের মেয়েকে আমার ছোট দুই সিটার গাড়িতে ঘণ্টার পর ঘণ্টা ধরে রেখেছ। আপনি আমার কাছ থেকে বিশ্বের প্রাপ্য. কিন্তু আপাতত শুধু আপনার জন্য এই ছোট্ট লাল বেঞ্জ। যেহেতু আমার জন্য তোমাকে তোমার ছেড়ে দিতে হয়েছিল। আপনি এটা ড্রাইভিং ভালোবাসি আশা করি. আপনি ইঞ্জিন চালু করার সময় এটি ""স্বাগত স্ত্রী"" বলে। আশা করি আপনার প্রথম গাড়িটিই আপনাকে প্রতিদিন প্রথম সেরা স্মৃতি এবং আনন্দ নিয়ে আসবে। তুমি আমাকে রাজার মত মনে কর। আমি তোমার প্রেমে পড়েছি। এবং আমাদের মেয়েদের প্রেমে. আমি পরিবারের প্রেমে পড়েছি। ঈশ্বর তোমার মাধ্যমে আমাকে পৃথিবীর সবচেয়ে মূল্যবান জিনিস উপহার দিয়েছেন 💕 তুমি আমার রাণী।",0,,,
851,"শার্ট টা কোত্থেকে কিনেছি বললে লোম শিউরে উঠবে, তাই আর বললাম না।",0,,,
852,"শার্ট টা কোত্থেকে কিনেছি বললে লোম শিউরে উঠবে, তাই আর বললাম না।",0,,,
853,"শার্ট টা কোত্থেকে কিনেছি বললে লোম শিউরে উঠবে, তাই আর বললাম না।",0,,,
854,"পিতৃত্ব একটি প্রকৃতি যা থেকে একটি উপহার হিসাবে আসে
সৃষ্টিকর্তা. পিতাদের রক্ষা, প্রদান, ভালবাসা, সেবা এবং যত্ন বোঝানো হয়। বাবা দিবসের শুভেচ্ছা আমার প্রিয় স্ত্রীকে যিনি পিতামাতার উভয় ভূমিকাই পালন করেছেন এবং আমার জীবনকে দু'জন সুন্দর দেবদূত দিয়ে আশীর্বাদ করেছেন যারা আমাকে বিশ্বের সেরা বাবা হিসাবে বিবেচনা করে ক্রমাগত আমাকে আরও ভাল মানুষ করে চলেছেন।",0,,,
855,অবশেষে এমন কিছু যা প্রাক্তনের চেয়ে ভাল রঙ পরিবর্তন করে! নতুন সুপার মসৃণ এবং রঙিন অংশীদারের সাথে পরিচয় করিয়ে দেওয়া হচ্ছে,1,,,
856,অবশেষে এমন কিছু যা প্রাক্তনের চেয়ে ভাল রঙ পরিবর্তন করে! নতুন সুপার মসৃণ এবং রঙিন অংশীদারের সাথে পরিচয় করিয়ে দেওয়া হচ্ছে,1,,,
857,অবশেষে এমন কিছু যা প্রাক্তনের চেয়ে ভাল রঙ পরিবর্তন করে! নতুন সুপার মসৃণ এবং রঙিন অংশীদারের সাথে পরিচয় করিয়ে দেওয়া হচ্ছে,1,,,
858,"আলহামদুলিল্লাহ, প্রথম বউ হয়ে গেছে",0,,,
859,"আলহামদুলিল্লাহ, প্রথম বউ হয়ে গেছে",0,,,
860,ভাল্লাগলে শেয়ার দিও,1,,,
861,ভাল্লাগলে শেয়ার দিও,1,,,
862,ভাল্লাগলে শেয়ার দিও,1,,,
863,চাঁদ,0,,,
864,"একজন খেলোয়াড় কখনো খেলা ছেড়ে দেয় না। তিনি খুশি হয়ে বললেন, ""হ্যাঁ আমরা একসাথে খেলতে পারি?""",0,,,
865,"একজন খেলোয়াড় কখনো খেলা ছেড়ে দেয় না। তিনি খুশি হয়ে বললেন, ""হ্যাঁ আমরা একসাথে খেলতে পারি?""",0,,,
866,ভাবসিলাম দোয়া কবুল হয় নাই। কখনও না চেয়ে দেরি করা ভাল।,0,,,
867,ভাবসিলাম দোয়া কবুল হয় নাই। কখনও না চেয়ে দেরি করা ভাল।,0,,,
868,"""সালমান মুক্তাদির"" এর সমাপ্তি -💍
আমার সারা জীবনের জন্য আমার প্রিয় স্ত্রী",0,,,
869,"""সালমান মুক্তাদির"" এর সমাপ্তি -💍
আমার সারা জীবনের জন্য আমার প্রিয় স্ত্রী",0,,,
870,"""সালমান মুক্তাদির"" এর সমাপ্তি -💍
আমার সারা জীবনের জন্য আমার প্রিয় স্ত্রী",0,,,
871,"মসৃণ পরা, এটা ঠিক করেছি",1,,,
872,"মসৃণ পরা, এটা ঠিক করেছি",1,,,
873,শুভ জন্মদিন,0,,,
874,শুভ জন্মদিন,0,,,
875,৬০০০ টাকা। মানে পাঞ্জাবী,1,,,
876,৬০০০ টাকা। মানে পাঞ্জাবী,1,,,
877,পুরুষ' আর আমার বন্ধন অনুভব করা যায় এই পাঞ্জাবি ছবির মাধ্যমে। আমি মনে করি আপনি ইতিমধ্যেই সমস্ত আউটলেট এবং ওয়েবসাইটে ফ্ল্যাট ২০% ডিসকাউন্ট সম্পর্কে জানেন?,1,,,
878,পুরুষ' আর আমার বন্ধন অনুভব করা যায় এই পাঞ্জাবি ছবির মাধ্যমে। আমি মনে করি আপনি ইতিমধ্যেই সমস্ত আউটলেট এবং ওয়েবসাইটে ফ্ল্যাট ২০% ডিসকাউন্ট সম্পর্কে জানেন?,1,,,
879,"ইম্পেরিয়াল ফিট থেকে পাঞ্জাবি, আপনার কাছ থেকে ভালবাসা এবং যত্ন",1,,,
880,"ইম্পেরিয়াল ফিট থেকে পাঞ্জাবি, আপনার কাছ থেকে ভালবাসা এবং যত্ন",1,,,
881,ভালোবাসার মানুষ ভালোবাসা নিয়ে বেশি কথা বলে না।,0,,,
882,ভালোবাসার মানুষ ভালোবাসা নিয়ে বেশি কথা বলে না।,0,,,
883,"তোমার পরের বয়ফ্রেন্ড এর নাম ""তাহসান মোহাম্মদ মুক্তাদির খান""",0,,,
884,বিষয়বস্তু না মিললেও গুজবাম্পের পোশাক সবসময় মেলে।,1,,,
885,বিষয়বস্তু না মিললেও গুজবাম্পের পোশাক সবসময় মেলে।,1,,,
886,গুজবাম্পস পান 🛒🌸 সর্বদা,1,,,
887,গুজবাম্পস পান 🛒🌸 সর্বদা,1,,,
888,"তোমাকে 'গেট গুজবাম্পস' মনে হচ্ছে, প্রায় প্রেমে পড়ার মতো।",1,,,
889,"তোমাকে 'গেট গুজবাম্পস' মনে হচ্ছে, প্রায় প্রেমে পড়ার মতো।",1,,,
890,"তোমাকে 'গেট গুজবাম্পস' মনে হচ্ছে, প্রায় প্রেমে পড়ার মতো।",1,,,
891,"শীত হে ভাল্লাগে না। গ্রীষ্ম ও ভাললাগে না।
শুধু তোমাকে ভাল্লাগে",0,,,
892,"শীত হে ভাল্লাগে না। গ্রীষ্ম ও ভাললাগে না।
শুধু তোমাকে ভাল্লাগে",0,,,
893,"জীবন ছোট, শর্টস হল জীবন 🩳 'গেট গুজবাম্পস' সবসময়",1,,,
894,"জীবন ছোট, শর্টস হল জীবন 🩳 'গেট গুজবাম্পস' সবসময়",1,,,
895,আমি বুঝতে পারি না কেন আপনি সবসময় তার জন্য একটি চেয়ার টানতেন যখন সে আপনার মুখের উপর বসতে পারে,0,,,
896,আমি বুঝতে পারি না কেন আপনি সবসময় তার জন্য একটি চেয়ার টানতেন যখন সে আপনার মুখের উপর বসতে পারে,0,,,
897,আমি বুঝতে পারি না কেন আপনি সবসময় তার জন্য একটি চেয়ার টানতেন যখন সে আপনার মুখের উপর বসতে পারে,0,,,
898,২ সুন্দর দেবদূত যথারীতি আমাকে রক্ষা করছেন।,0,,,
899,"আপনি পাগল হলে সে যদি আপনার দিকে এভাবে না তাকায়, তবে সে সে নয়।",0,,,
900,"আপনি পাগল হলে সে যদি আপনার দিকে এভাবে না তাকায়, তবে সে সে নয়।",0,,,
901,"কিংবদন্তি বলেছেন, “তোমার ক্রাশ কে ইঙ্গিত দেওয়ার আগে ফ্লিন্ট ডিও”। তাই ফ্লিন্ট বিডি থেকে কিছু নিন",1,,,
902,"কিংবদন্তি বলেছেন, “তোমার ক্রাশ কে ইঙ্গিত দেওয়ার আগে ফ্লিন্ট ডিও”। তাই ফ্লিন্ট বিডি থেকে কিছু নিন",1,,,
903,"কিংবদন্তি বলেছেন, “তোমার ক্রাশ কে ইঙ্গিত দেওয়ার আগে ফ্লিন্ট ডিও”। তাই ফ্লিন্ট বিডি থেকে কিছু নিন",1,,,
904,"বাচ্চাদের মতো ঘুমাও, রাজার মতো বাঁচো",0,,,
905,"বাচ্চাদের মতো ঘুমাও, রাজার মতো বাঁচো",0,,,
906,"বাচ্চাদের মতো ঘুমাও, রাজার মতো বাঁচো",0,,,
907,"আজকে তোমাকে না, লেটিও এর অস্থায়ী ট্যাটু লাগাবো।",1,,,
908,"আজকে তোমাকে না, লেটিও এর অস্থায়ী ট্যাটু লাগাবো।",1,,,
909,"আজকে তোমাকে না, লেটিও এর অস্থায়ী ট্যাটু লাগাবো।",1,,,
910,"আজকে তোমাকে না, লেটিও এর অস্থায়ী ট্যাটু লাগাবো।",1,,,
911,"চেরি বাংলাদেশ একদিনের জন্য এই টিগো ৮ প্রো পাঠিয়েছে এবং আমি আরেকটি ""চেরি"" পপিং করেছি",1,,,
912,রাফসান দ্য ছোটভাই,0,,,
913,রাফসান দ্য ছোটভাই,0,,,
914,ভোগ বাই প্রিন্স',1,,,
915,ভোগ বাই প্রিন্স',1,,,
916,ভোগ বাই প্রিন্স',1,,,
917,ভোগ বাই প্রিন্স',1,,,
918,আরো জন্য 'ব্রাউনফিশ ফটো',1,,,
919,আরো জন্য 'ব্রাউনফিশ ফটো',1,,,
920,যখন আমরা গুজবাম্পস পাই এবং আপনি না,1,,,
921,যখন আমরা গুজবাম্পস পাই এবং আপনি না,1,,,
922,আমি আর বাংলাদেশের সংস্কৃতি একই জিনিস। দুটোই নষ্ট।,0,,,
923,আমি আর বাংলাদেশের সংস্কৃতি একই জিনিস। দুটোই নষ্ট।,0,,,
924,হাসি,0,,,
925,হাসি,0,,,
926,"আনজারা পরা
'আরোহ্যে জেভার' গয়না",1,,,
927,"আনজারা পরা
'আরোহ্যে জেভার' গয়না",1,,,
928,"আনজারা পরা
'আরোহ্যে জেভার' গয়না",1,,,
929,আজওয়া পরা,1,,,
930,আজওয়া পরা,1,,,
931,আজওয়া ,1,,,
932,আজওয়া ,1,,,
933,আজওয়া ,1,,,
934,একেবারে আমার নতুন প্রিয় জোন 'ক্যাচমে',1,,,
935,"আজওয়া
.
'পিসি' - নাহিদ হাসান সোহেল",1,,,
936,"আজওয়া
.
'পিসি' - নাহিদ হাসান সোহেল",1,,,
937,"আজওয়া
.
'পিসি' - নাহিদ হাসান সোহেল",1,,,
938,"কিয়ারা লিখেছেন প্রীতি মোদী
শাড়ি ও গয়না দ্বারা: প্রীতি মোদি
স্টাইলিং এবং ফ্যাশন দিকনির্দেশনা:
ফয়সাল তুষার
রূপান্তর: ফারিন খান বাঁধন
ছবিঃ ইশতিয়াক আহমেদ",1,,,
939,"কিয়ারা লিখেছেন প্রীতি মোদী
শাড়ি ও গয়না দ্বারা: প্রীতি মোদি
স্টাইলিং এবং ফ্যাশন দিকনির্দেশনা:
ফয়সাল তুষার
রূপান্তর: ফারিন খান বাঁধন
ছবিঃ ইশতিয়াক আহমেদ",1,,,
940,"কিয়ারা লিখেছেন প্রীতি মোদী
শাড়ি ও গয়না দ্বারা: প্রীতি মোদি
স্টাইলিং এবং ফ্যাশন দিকনির্দেশনা:
ফয়সাল তুষার
রূপান্তর: ফারিন খান বাঁধন
ছবিঃ ইশতিয়াক আহমেদ",1,,,
941,"কিয়ারা লিখেছেন প্রীতি মোদী
শাড়ি ও গয়না দ্বারা: প্রীতি মোদি
স্টাইলিং এবং ফ্যাশন দিকনির্দেশনা:
ফয়সাল তুষার
রূপান্তর: ফারিন খান বাঁধন
ছবিঃ ইশতিয়াক আহমেদ",1,,,
942,"বিফা 2024♥️
.
'পি.সি' - সৈয়দ মহরবের লিভেন্টিস
পরা - আউট ফিট
মুয়া - সামিয়া দ্বারা স্বাক্ষর দেখুন
জুয়েলারি - তাসনুভা খানের এশিয়া জুয়েলস",1,,,
943,"বিফা ২০২৪♥️
.
'পি.সি' - সৈয়দ মহরবের লিভেন্টিস
পরা - আউট ফিট
মুয়া - সামিয়া দ্বারা স্বাক্ষর দেখুন
জুয়েলারি - তাসনুভা খানের এশিয়া জুয়েলস",1,,,
944,কেবল হৃদয় নয়... করবে নারী বিশ্বজয়।,0,,,
945,টেকনো স্পার্ক ২০ সিরিজ মিউজিক ফেস্টে অত্যাধুনিক প্রযুক্তি এবং মন ছুঁয়ে যাওয়া পারফরম্যান্সের সাথে মিউজিকের ভবিষ্যতের অংশ হতে পেরে আনন্দিত!,1,,,
946,সাহসী,0,,,
947,ঋতুপর্ণা সেনগুপ্ত,0,,,
948,ঋতুপর্ণা সেনগুপ্ত,0,,,
949,"মা নেই কতদিন। আকাশের তারায় খুঁজি মাকে। ময়নাপাখিকে বলি, মায়ের খবর এনে দাও।
আনিসুল হক আংকেলের বই ""কখনো আমার মাকে"" মায়ের কথা মনে করিয়ে দেয়।
মা, তুমি ওই আকাশে খুব ভালো থেকো।
--দিঘি",0,,,
950,"আমি তাকে আমার মা মনে করি ❤️
শাবনূর আন্টি",0,,,
951,হ্যাঁ নিমজ্জিত উফ এই গভীরতা,0,,,
952,হ্যাঁ নিমজ্জিত উফ এই গভীরতা,0,,,
953,হ্যাঁ নিমজ্জিত উফ এই গভীরতা,0,,,
954,"সাহসী হও, নান্দনিক হও",1,,,
955,"সাহসী হও, নান্দনিক হও",1,,,
956,"সাহসী হও, নান্দনিক হও",1,,,
957,"সাহসী হও, নান্দনিক হও",1,,,
958,"পিংপং বাংলাদেশ পরা
মুয়া সজিব মেকওভার",1,,,
959,"পিংপং বাংলাদেশ পরা
মুয়া সজিব মেকওভার",1,,,
960,"পিংপং বাংলাদেশ পরা
মুয়া সজিব মেকওভার",1,,,
961,স্মোকড,0,,,
962,স্মোকড,0,,,
963,স্মোকড,0,,,
964,"গাইয়ান
বিশ্বজিৎ চৌধুরীর একটি বই অবলম্বনে
গিয়াসউদ্দিন সেলিম স্যার ছাড়া আর কেউ নন বলে আমি কতটা খুশি তা বলে বোঝাতে পারব না",1,,,
965,"গাইয়ান
বিশ্বজিৎ চৌধুরীর একটি বই অবলম্বনে
গিয়াসউদ্দিন সেলিম স্যার ছাড়া আর কেউ নন বলে আমি কতটা খুশি তা বলে বোঝাতে পারব না",1,,,
966,"গাইয়ান
বিশ্বজিৎ চৌধুরীর একটি বই অবলম্বনে
গিয়াসউদ্দিন সেলিম স্যার ছাড়া আর কেউ নন বলে আমি কতটা খুশি তা বলে বোঝাতে পারব না",1,,,
967,"গাইয়ান
বিশ্বজিৎ চৌধুরীর একটি বই অবলম্বনে
গিয়াসউদ্দিন সেলিম স্যার ছাড়া আর কেউ নন বলে আমি কতটা খুশি তা বলে বোঝাতে পারব না",1,,,
968,"গাইয়ান
বিশ্বজিৎ চৌধুরীর একটি বই অবলম্বনে
গিয়াসউদ্দিন সেলিম স্যার ছাড়া আর কেউ নন বলে আমি কতটা খুশি তা বলে বোঝাতে পারব না",1,,,
969,শুভ জন্মদিন বাবা❤️ আপনি আমার দেখা সবচেয়ে শক্তিশালী মানুষ... আমাকে একজন ভালো মানুষ হিসেবে গড়ে তোলার জন্য ধন্যবাদ... সব সময় আমার স্তম্ভ হওয়ার জন্য ধন্যবাদ 😊 আমি তোমাকে অনেক ভালোবাসি বাবা,0,,,
970,শুভ নব বর্ষ,0,,,
971,"কারিগর ক্রাফট পরা
মুয়া সজিব মেকওভার",1,,,
972,লাভিজ,0,,,
973,লাভিজ,0,,,
974,শো স্টপার হওয়ার জন্য আমার কোনো দর্শকের প্রয়োজন নেই,0,,,
975,শো স্টপার হওয়ার জন্য আমার কোনো দর্শকের প্রয়োজন নেই,0,,,
976,শো স্টপার হওয়ার জন্য আমার কোনো দর্শকের প্রয়োজন নেই,0,,,
977,শো স্টপার হওয়ার জন্য আমার কোনো দর্শকের প্রয়োজন নেই,0,,,
978,শো স্টপার হওয়ার জন্য আমার কোনো দর্শকের প্রয়োজন নেই,0,,,
979,"মহামান্য রাষ্ট্রপতির জন্মদিন উপলক্ষে ,তার বাসভবন বঙ্গভবনে একটি স্মরণীও সময়। অনেক ধন্যবাদ আরশাদ আদনান ভাইয়া",0,,,
980,"মহামান্য রাষ্ট্রপতির জন্মদিন উপলক্ষে ,তার বাসভবন বঙ্গভবনে একটি স্মরণীও সময়। অনেক ধন্যবাদ আরশাদ আদনান ভাইয়া",0,,,
981,"মহামান্য রাষ্ট্রপতির জন্মদিন উপলক্ষে ,তার বাসভবন বঙ্গভবনে একটি স্মরণীও সময়। অনেক ধন্যবাদ আরশাদ আদনান ভাইয়া",0,,,
982,"মহামান্য রাষ্ট্রপতির জন্মদিন উপলক্ষে ,তার বাসভবন বঙ্গভবনে একটি স্মরণীও সময়। অনেক ধন্যবাদ আরশাদ আদনান ভাইয়া",0,,,
983,"মহামান্য রাষ্ট্রপতির জন্মদিন উপলক্ষে ,তার বাসভবন বঙ্গভবনে একটি স্মরণীও সময়। অনেক ধন্যবাদ আরশাদ আদনান ভাইয়া",0,,,
984,শুভ জন্মদিন সুন্দরী ভদ্রমহিলা,0,,,
985,জাতীয় পুরষ্কার 2022 এর চেহারা সম্পর্কে সমস্ত কিছু,0,,,
986,জাতীয় পুরষ্কার 2022 এর চেহারা সম্পর্কে সমস্ত কিছু,0,,,
987,জাতীয় পুরষ্কার 2022 এর চেহারা সম্পর্কে সমস্ত কিছু,0,,,
988,"আমার বয়স 🥂 চিয়ার্স
আমার জন্মদিনে থ্রোব্যাক",0,,,
989,"আমার বয়স 🥂 চিয়ার্স
আমার জন্মদিনে থ্রোব্যাক",0,,,
990,"আমার বয়স 🥂 চিয়ার্স
আমার জন্মদিনে থ্রোব্যাক",0,,,
991,"আমার বয়স 🥂 চিয়ার্স
আমার জন্মদিনে থ্রোব্যাক",0,,,
992,"মুজিব ২৭ তারিখে ভারত ও বিশ্বব্যাপী মুক্তি দিচ্ছেন।
.

প্রধান চরিত্রে: আরিফিন শুভ নুসরাত ইমরোজ তিশা নুসরাত ফারিয়া প্রার্থনা ফারদিন দীঘি",1,,,
993," শাড়ি পরম ভালোবাসা

চিরকুট ফ্যাশন থেকে শাড়ি",1,,,
994," শাড়ি পরম ভালোবাসা

চিরকুট ফ্যাশন থেকে শাড়ি",1,,,
995," শাড়ি পরম ভালোবাসা

চিরকুট ফ্যাশন থেকে শাড়ি",1,,,
996,বিপ্লব সাহা দ্বারা বিশ্বরং,1,,,
997,"যে মুহুর্তে আমাদের মাননীয় প্রধানমন্ত্রী বলছিলেন, আমি তার কাছ থেকে জাতীয় পুরস্কার নেওয়া সহ আমার শৈশবের সমস্ত কিছু মনে রেখেছেন...
মানে আমি কত ভাগ্যবান তাই না?",0,,,
998,"রেণু 🖤
মুজিব - একটি জাতির রূপকার।",0,,,
